BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
No ChipData,552,16,5,benziodarone,High,24 hr,Liver,Increased mitosis,Hepatocyte,minimal,True
003017462002,552,16,2,benziodarone,High,24 hr,Liver,Microgranuloma,,minimal,True
003017462002,552,16,2,benziodarone,High,24 hr,Liver,Necrosis,Subserosa,minimal,True
003017951021,740,10,1,bortezomib,Middle,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
No ChipData,740,10,2,bortezomib,Middle,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017951022,740,10,4,bortezomib,Middle,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017951023,740,10,5,bortezomib,Middle,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017951021,740,10,1,bortezomib,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
No ChipData,740,10,2,bortezomib,Middle,6 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017952016,740,11,3,bortezomib,Middle,9 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017952017,740,11,5,bortezomib,Middle,9 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017952029,740,12,5,bortezomib,Middle,24 hr,Liver,"Alteration, nuclear",Peripheral,slight,False
No ChipData,740,12,4,bortezomib,Middle,24 hr,Liver,"Alteration, nuclear",Peripheral,moderate,False
003017952028,740,12,2,bortezomib,Middle,24 hr,Liver,"Alteration, nuclear",Peripheral,severe,False
003017952029,740,12,5,bortezomib,Middle,24 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017952028,740,12,2,bortezomib,Middle,24 hr,Liver,"Change, eosinophilic",Peripheral,moderate,False
No ChipData,740,12,4,bortezomib,Middle,24 hr,Liver,"Change, eosinophilic",Peripheral,moderate,False
003017952029,740,12,5,bortezomib,Middle,24 hr,Liver,Hypertrophy,Peripheral,slight,False
003017952028,740,12,2,bortezomib,Middle,24 hr,Liver,Hypertrophy,Peripheral,moderate,False
No ChipData,740,12,4,bortezomib,Middle,24 hr,Liver,Hypertrophy,Peripheral,moderate,False
003017952028,740,12,2,bortezomib,Middle,24 hr,Liver,"Vacuolization, cytoplasmic",Peripheral,slight,False
003017951026,740,14,5,bortezomib,High,6 hr,Liver,"Alteration, nuclear",Peripheral,slight,False
003017951024,740,14,1,bortezomib,High,6 hr,Liver,"Alteration, nuclear",Peripheral,moderate,False
No ChipData,740,14,2,bortezomib,High,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
No ChipData,740,14,3,bortezomib,High,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017951025,740,14,4,bortezomib,High,6 hr,Liver,"Change, eosinophilic",Peripheral,slight,False
003017951024,740,14,1,bortezomib,High,6 hr,Liver,"Change, eosinophilic",Peripheral,moderate,False
003017951026,740,14,5,bortezomib,High,6 hr,Liver,"Change, eosinophilic",Peripheral,moderate,False
003017951024,740,14,1,bortezomib,High,6 hr,Liver,Hypertrophy,Peripheral,slight,False
003017951026,740,14,5,bortezomib,High,6 hr,Liver,Hypertrophy,Peripheral,slight,False
No ChipData,740,14,3,bortezomib,High,6 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017951025,740,14,4,bortezomib,High,6 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017951024,740,14,1,bortezomib,High,6 hr,Liver,Single cell necrosis,Hepatocyte,moderate,False
003017951026,740,14,5,bortezomib,High,6 hr,Liver,Single cell necrosis,Hepatocyte,moderate,False
003017952019,740,15,2,bortezomib,High,9 hr,Liver,"Alteration, nuclear",Peripheral,moderate,False
No ChipData,740,15,4,bortezomib,High,9 hr,Liver,"Alteration, nuclear",Peripheral,moderate,False
No ChipData,740,15,3,bortezomib,High,9 hr,Liver,"Alteration, nuclear",Peripheral,severe,False
003017952018,740,15,1,bortezomib,High,9 hr,Liver,"Change, eosinophilic",Peripheral,moderate,False
No ChipData,740,15,4,bortezomib,High,9 hr,Liver,"Change, eosinophilic",Peripheral,moderate,False
003017952019,740,15,2,bortezomib,High,9 hr,Liver,"Change, eosinophilic",Peripheral,severe,False
No ChipData,740,15,3,bortezomib,High,9 hr,Liver,"Change, eosinophilic",Peripheral,severe,False
003017952020,740,15,5,bortezomib,High,9 hr,Liver,"Change, eosinophilic",Peripheral,severe,False
003017952019,740,15,2,bortezomib,High,9 hr,Liver,Hypertrophy,Peripheral,slight,False
No ChipData,740,15,3,bortezomib,High,9 hr,Liver,Hypertrophy,Peripheral,slight,False
No ChipData,740,15,4,bortezomib,High,9 hr,Liver,Hypertrophy,Peripheral,slight,False
003017952020,740,15,5,bortezomib,High,9 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017952019,740,15,2,bortezomib,High,9 hr,Liver,Single cell necrosis,Hepatocyte,moderate,False
003017952019,740,15,2,bortezomib,High,9 hr,Liver,"Vacuolization, cytoplasmic",Peripheral,slight,False
No ChipData,740,15,3,bortezomib,High,9 hr,Liver,"Vacuolization, cytoplasmic",Peripheral,slight,False
No ChipData,740,15,4,bortezomib,High,9 hr,Liver,"Vacuolization, cytoplasmic",Peripheral,slight,False
003017952020,740,15,5,bortezomib,High,9 hr,Liver,"Vacuolization, cytoplasmic",Peripheral,slight,False
003017952030,740,16,1,bortezomib,High,24 hr,Liver,"Alteration, nuclear",Peripheral,severe,False
003017953001,740,16,2,bortezomib,High,24 hr,Liver,"Alteration, nuclear",Peripheral,severe,False
003017953002,740,16,5,bortezomib,High,24 hr,Liver,"Alteration, nuclear",Peripheral,severe,False
003017952030,740,16,1,bortezomib,High,24 hr,Liver,"Change, eosinophilic",Peripheral,severe,False
003017953001,740,16,2,bortezomib,High,24 hr,Liver,"Change, eosinophilic",Peripheral,severe,False
003017953002,740,16,5,bortezomib,High,24 hr,Liver,"Change, eosinophilic",Peripheral,severe,False
003017952030,740,16,1,bortezomib,High,24 hr,Liver,Hypertrophy,Peripheral,severe,False
003017953001,740,16,2,bortezomib,High,24 hr,Liver,Hypertrophy,Peripheral,severe,False
003017953002,740,16,5,bortezomib,High,24 hr,Liver,Hypertrophy,Peripheral,severe,False
003017953002,740,16,5,bortezomib,High,24 hr,Liver,Necrosis,Midlobular,slight,False
003017952030,740,16,1,bortezomib,High,24 hr,Liver,Necrosis,Midlobular,moderate,False
003017953002,740,16,5,bortezomib,High,24 hr,Liver,Single cell necrosis,Hepatocyte,slight,False
003017952030,740,16,1,bortezomib,High,24 hr,Liver,Single cell necrosis,Hepatocyte,moderate,False
003017953001,740,16,2,bortezomib,High,24 hr,Liver,Single cell necrosis,Hepatocyte,moderate,False
003017953002,740,16,5,bortezomib,High,24 hr,Liver,"Vacuolization, cytoplasmic",Peripheral,moderate,False
003017952030,740,16,1,bortezomib,High,24 hr,Liver,"Vacuolization, cytoplasmic",Peripheral,severe,False
003017953001,740,16,2,bortezomib,High,24 hr,Liver,"Vacuolization, cytoplasmic",Peripheral,severe,False
No ChipData,185,8,5,bromobenzene,Low,24 hr,Liver,Mineralization,,slight,True
003017697012,185,15,3,bromobenzene,High,9 hr,Liver,Hypertrophy,Centrilobular,minimal,False
003017697012,185,15,3,bromobenzene,High,9 hr,Liver,Mineralization,,minimal,True
003017697024,185,16,4,bromobenzene,High,24 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
No ChipData,185,16,1,bromobenzene,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017697023,185,16,2,bromobenzene,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
003017697025,185,16,5,bromobenzene,High,24 hr,Liver,Cellular infiltration,Centrilobular,slight,False
No ChipData,185,16,3,bromobenzene,High,24 hr,Liver,Cellular infiltration,Centrilobular,moderate,False
No ChipData,185,16,1,bromobenzene,High,24 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017697023,185,16,2,bromobenzene,High,24 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017697025,185,16,5,bromobenzene,High,24 hr,Liver,"Degeneration, hydropic",Centrilobular,slight,False
No ChipData,185,16,3,bromobenzene,High,24 hr,Liver,"Degeneration, hydropic",Centrilobular,moderate,False
003017697023,185,16,2,bromobenzene,High,24 hr,Liver,Hypertrophy,Centrilobular,slight,False
No ChipData,185,16,1,bromobenzene,High,24 hr,Liver,Hypertrophy,Centrilobular,moderate,False
No ChipData,185,16,3,bromobenzene,High,24 hr,Liver,Hypertrophy,Centrilobular,moderate,False
003017697024,185,16,4,bromobenzene,High,24 hr,Liver,Hypertrophy,Centrilobular,moderate,False
003017697025,185,16,5,bromobenzene,High,24 hr,Liver,Hypertrophy,Centrilobular,moderate,False
No ChipData,185,16,1,bromobenzene,High,24 hr,Liver,Necrosis,Centrilobular,minimal,False
003017697023,185,16,2,bromobenzene,High,24 hr,Liver,Necrosis,Centrilobular,minimal,False
003017697025,185,16,5,bromobenzene,High,24 hr,Liver,Necrosis,Centrilobular,minimal,False
No ChipData,185,16,3,bromobenzene,High,24 hr,Liver,Necrosis,Centrilobular,slight,False
No ChipData,578,14,1,bromoethylamine,High,6 hr,Liver,"Deposit, glycogen",Hepatocyte,slight,False
003017485015,578,14,2,bromoethylamine,High,6 hr,Liver,"Deposit, glycogen",Hepatocyte,slight,False
003017485016,578,14,3,bromoethylamine,High,6 hr,Liver,"Deposit, glycogen",Hepatocyte,slight,False
003017485017,578,14,5,bromoethylamine,High,6 hr,Liver,"Deposit, glycogen",Hepatocyte,slight,False
No ChipData,578,14,4,bromoethylamine,High,6 hr,Liver,"Deposit, glycogen",Hepatocyte,moderate,False
003017488009,578,15,2,bromoethylamine,High,9 hr,Liver,"Deposit, glycogen",Hepatocyte,slight,False
No ChipData,578,15,1,bromoethylamine,High,9 hr,Liver,"Deposit, glycogen",Hepatocyte,moderate,False
003017488011,578,15,4,bromoethylamine,High,9 hr,Liver,"Deposit, glycogen",Hepatocyte,moderate,False
003017264017,457,4,5,buthionine sulfoximine,Control,24 hr,Liver,Microgranuloma,,minimal,True
No ChipData,457,10,4,buthionine sulfoximine,Middle,6 hr,Liver,Necrosis,Subserosa,minimal,True
003017226029,457,11,5,buthionine sulfoximine,Middle,9 hr,Liver,Necrosis,Subserosa,minimal,True
No ChipData,457,12,3,buthionine sulfoximine,Middle,24 hr,Liver,Microgranuloma,,minimal,True
003017227011,457,12,5,buthionine sulfoximine,Middle,24 hr,Liver,Microgranuloma,,minimal,True
003017225025,457,13,1,buthionine sulfoximine,High,3 hr,Liver,Necrosis,Subserosa,minimal,True
No ChipData,457,13,4,buthionine sulfoximine,High,3 hr,Liver,Necrosis,Subserosa,minimal,True
003017227001,457,15,4,buthionine sulfoximine,High,9 hr,Liver,"Cellular infiltration, neutrophil",,minimal,True
003017227013,457,16,4,buthionine sulfoximine,High,24 hr,Liver,Microgranuloma,,minimal,True
003017227014,457,16,5,buthionine sulfoximine,High,24 hr,Liver,Microgranuloma,,minimal,True
No ChipData,420,5,4,captopril,Low,3 hr,Liver,Microgranuloma,,minimal,True
003017302012,420,6,4,captopril,Low,6 hr,Liver,Necrosis,Subserosa,minimal,True
003017312012,420,7,4,captopril,Low,9 hr,Liver,Cellular foci,,minimal,True
003017312024,420,8,3,captopril,Low,24 hr,Liver,Microgranuloma,,minimal,True
003017302005,420,13,1,captopril,High,3 hr,Liver,Microgranuloma,,minimal,True
No ChipData,420,14,5,captopril,High,6 hr,Liver,Necrosis,Subserosa,minimal,True
No ChipData,146,2,5,carbamazepine,Control,6 hr,Liver,Cellular infiltration,Portal,minimal,True
003017677004,146,2,2,carbamazepine,Control,6 hr,Liver,"Nodule, hepatodiaphragmatic",,minimal,True
No ChipData,146,4,5,carbamazepine,Control,24 hr,Liver,Cellular infiltration,Portal,minimal,True
003017677007,146,6,1,carbamazepine,Low,6 hr,Liver,Cellular infiltration,Portal,minimal,True
No ChipData,146,6,4,carbamazepine,Low,6 hr,Liver,Necrosis,,minimal,True
003017677015,146,14,3,carbamazepine,High,6 hr,Liver,Cellular infiltration,Portal,minimal,True
No ChipData,146,16,4,carbamazepine,High,24 hr,Liver,Cellular infiltration,Portal,minimal,True
003017662012,66,3,1,carbon tetrachloride,Control,9 hr,Liver,Necrosis,,minimal,True
003017662006,66,17,2,carbon tetrachloride,Middle,6 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
No ChipData,66,17,4,carbon tetrachloride,Middle,6 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
No ChipData,66,19,1,carbon tetrachloride,Middle,24 hr,Liver,"Degeneration, fatty",Centrilobular,minimal,False
No ChipData,66,19,3,carbon tetrachloride,Middle,24 hr,Liver,"Degeneration, fatty",Centrilobular,minimal,False
003017661027,66,21,3,carbon tetrachloride,High,3 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017661028,66,21,4,carbon tetrachloride,High,3 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
No ChipData,66,21,2,carbon tetrachloride,High,3 hr,Liver,"Degeneration, hydropic",Centrilobular,slight,False
003017662009,66,22,1,carbon tetrachloride,High,6 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
003017662009,66,22,1,carbon tetrachloride,High,6 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
No ChipData,66,22,4,carbon tetrachloride,High,6 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017662010,66,22,2,carbon tetrachloride,High,6 hr,Liver,"Degeneration, hydropic",Centrilobular,slight,False
No ChipData,66,22,3,carbon tetrachloride,High,6 hr,Liver,"Degeneration, hydropic",Centrilobular,slight,False
No ChipData,66,23,2,carbon tetrachloride,High,9 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
No ChipData,66,23,1,carbon tetrachloride,High,9 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
No ChipData,66,23,2,carbon tetrachloride,High,9 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017662021,66,23,3,carbon tetrachloride,High,9 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017662022,66,23,4,carbon tetrachloride,High,9 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017663003,66,24,1,carbon tetrachloride,High,24 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
003017663005,66,24,3,carbon tetrachloride,High,24 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
No ChipData,66,24,5,carbon tetrachloride,High,24 hr,Liver,Cellular infiltration,Centrilobular,minimal,False
003017663004,66,24,2,carbon tetrachloride,High,24 hr,Liver,"Degeneration, fatty",Centrilobular,minimal,False
003017663003,66,24,1,carbon tetrachloride,High,24 hr,Liver,"Degeneration, fatty",Centrilobular,slight,False
003017663005,66,24,3,carbon tetrachloride,High,24 hr,Liver,"Degeneration, fatty",Centrilobular,slight,False
No ChipData,66,24,4,carbon tetrachloride,High,24 hr,Liver,"Degeneration, fatty",Centrilobular,slight,False
No ChipData,66,24,5,carbon tetrachloride,High,24 hr,Liver,"Degeneration, fatty",Centrilobular,slight,False
003017663003,66,24,1,carbon tetrachloride,High,24 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017663005,66,24,3,carbon tetrachloride,High,24 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
No ChipData,66,24,4,carbon tetrachloride,High,24 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
No ChipData,66,24,5,carbon tetrachloride,High,24 hr,Liver,"Degeneration, hydropic",Centrilobular,minimal,False
003017117008,323,2,5,chloramphenicol,Control,6 hr,Liver,Microgranuloma,,minimal,True
003017127020,323,3,5,chloramphenicol,Control,9 hr,Liver,Microgranuloma,,minimal,True
003017127018,323,3,2,chloramphenicol,Control,9 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017128001,323,4,4,chloramphenicol,Control,24 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017116028,323,5,3,chloramphenicol,Low,3 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017117009,323,6,1,chloramphenicol,Low,6 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017117010,323,6,3,chloramphenicol,Low,6 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,323,11,1,chloramphenicol,Middle,9 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,323,12,2,chloramphenicol,Middle,24 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017117016,323,14,2,chloramphenicol,High,6 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,323,15,4,chloramphenicol,High,9 hr,Liver,Necrosis,Hepatocyte,minimal,True
No ChipData,542,6,3,chlormadinone,Low,6 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017439006,542,6,4,chlormadinone,Low,6 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017439007,542,6,5,chlormadinone,Low,6 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
No ChipData,542,6,2,chlormadinone,Low,6 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017453016,542,7,1,chlormadinone,Low,9 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
No ChipData,542,7,3,chlormadinone,Low,9 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017453017,542,7,4,chlormadinone,Low,9 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
No ChipData,542,7,2,chlormadinone,Low,9 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017439009,542,10,2,chlormadinone,Middle,6 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
No ChipData,542,10,4,chlormadinone,Middle,6 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017439010,542,10,5,chlormadinone,Middle,6 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017439008,542,10,1,chlormadinone,Middle,6 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017453019,542,11,3,chlormadinone,Middle,9 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
No ChipData,542,11,1,chlormadinone,Middle,9 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
No ChipData,542,11,2,chlormadinone,Middle,9 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017453020,542,11,4,chlormadinone,Middle,9 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017453021,542,11,5,chlormadinone,Middle,9 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017439012,542,14,4,chlormadinone,High,6 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017439011,542,14,1,chlormadinone,High,6 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
No ChipData,542,14,2,chlormadinone,High,6 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017439013,542,14,5,chlormadinone,High,6 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017453023,542,15,2,chlormadinone,High,9 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
No ChipData,542,15,4,chlormadinone,High,9 hr,Liver,"Deposit, glycogen",Peripheral,slight,False
003017453022,542,15,1,chlormadinone,High,9 hr,Liver,"Deposit, glycogen",Peripheral,moderate,False
003017015008,263,2,4,chlormezanone,Control,6 hr,Liver,Necrosis,,slight,True
003017097001,263,3,5,chlormezanone,Control,9 hr,Liver,Necrosis,,minimal,True
No ChipData,263,5,1,chlormezanone,Low,3 hr,Liver,Necrosis,,minimal,True
No ChipData,263,10,4,chlormezanone,Middle,6 hr,Liver,Necrosis,,minimal,True
No ChipData,263,11,1,chlormezanone,Middle,9 hr,Liver,Necrosis,,minimal,True
No ChipData,263,11,2,chlormezanone,Middle,9 hr,Liver,Necrosis,,minimal,True
003017016007,263,12,1,chlormezanone,Middle,24 hr,Liver,Necrosis,,minimal,True
No ChipData,263,12,4,chlormezanone,Middle,24 hr,Liver,Necrosis,,minimal,True
003017015029,263,15,4,chlormezanone,High,9 hr,Liver,Necrosis,,minimal,True
No ChipData,263,16,1,chlormezanone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,moderate,False
003017016010,263,16,2,chlormezanone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,moderate,False
003017016011,263,16,3,chlormezanone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,moderate,False
003017081006,263,16,5,chlormezanone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,moderate,False
No ChipData,263,16,4,chlormezanone,High,24 hr,Liver,"Change, eosinophilic",Centrilobular,severe,False
No ChipData,635,2,5,chlorpromazine,Control,6 hr,Liver,Mineralization,,minimal,True
003017627012,635,4,5,chlorpromazine,Control,24 hr,Liver,Necrosis,,minimal,True
No ChipData,635,12,2,chlorpromazine,Middle,24 hr,Liver,Necrosis,,minimal,True
003017627017,635,12,3,chlorpromazine,Middle,24 hr,Liver,Necrosis,,minimal,True
No ChipData,635,12,5,chlorpromazine,Middle,24 hr,Liver,Necrosis,,minimal,True
No ChipData,435,8,2,chlorpropamide,Low,24 hr,Liver,Necrosis,Hepatocyte,minimal,True
003017432017,435,15,1,chlorpropamide,High,9 hr,Liver,"Proliferation, Kupffer cell",Sinusoid,slight,True
No ChipData,213,2,4,cimetidine,Control,6 hr,Liver,Microgranuloma,,minimal,True
003017702013,213,4,2,cimetidine,Control,24 hr,Liver,Microgranuloma,,minimal,True
